fecha,precipitacion_valor,temperatura_valor,nivel_agua_valor,presion_valor
2021-11-04,18.7,12.9,1012.8,89.31
2021-11-05,29.2,13.5,1014.5,88.74
2021-11-06,18.6,13.7,1014.7,93.72
2021-11-07,31.4,12.6,1014.7,90.16
2021-11-08,16.9,13.3,1012.4,85.8
2021-11-09,19,13.6,1013.9,91.08
2021-11-10,26.5,14.6,1013,89.63
2021-11-11,20,12.9,1013.9,89.13
2021-11-12,2.7,13,1014.6,93.1
2021-11-13,27.1,14,1014.7,94.28
2021-11-14,24.9,13.3,1014.7,88.28
2021-11-15,2.1,12.9,1014.3,90.92
2021-11-16,5.2,13,1014.5,88.34
2021-11-17,18.4,14.4,1013.5,92.32
2021-11-18,24.6,14.2,1013.8,78.89
2021-11-19,9.9,13.2,1012.5,94.91
2021-11-20,0,13.7,1015.8,88.85
2021-11-21,19.6,12.6,1014.7,95.46
2021-11-22,21,14.5,1013.7,91.72
2021-11-23,25.6,13.9,1013.9,85.47
2021-11-24,2.9,14.8,1015.9,90.82
2021-11-25,12.6,14.5,1013.7,90.58
2021-11-26,17.9,13.5,1015.3,96.69
2021-11-27,0,13.9,1013.8,92.46
2021-11-28,14.6,13.3,1015.4,92.93
2021-11-29,18,14,1014.6,90.96
2021-11-30,8.7,15.1,1015.4,87.97
2021-12-01,2.1,13.2,1014.2,82.26
2021-12-02,0,12.6,1015.4,83.44
2021-12-03,8.1,13.6,1014.5,84.89
2021-12-04,3.9,13.8,1013.7,84.76
2021-12-05,1.6,13.1,1014.8,86.89
2021-12-06,12.9,12.4,1015.3,77.74
2021-12-07,2.6,12.8,1015,80.85
2021-12-08,10.4,13.5,1013.8,82.65
2021-12-09,4.6,13.4,1013.8,83.88
2021-12-10,0,13.3,1014.5,83.49
2021-12-11,1.2,13.3,1016.1,78.73
2021-12-12,14.1,12.9,1014.5,85.55
2021-12-13,0,13.2,1014.3,87.58
2021-12-14,3.5,13.8,1014.5,81.77
2021-12-15,0,13.5,1013.8,78.69
2021-12-16,7.2,12.8,1014.6,77.35
2021-12-17,8.8,12.9,1014.2,81.09
2021-12-18,10.7,12.1,1015.5,87.7
2021-12-19,7.6,13.7,1014.8,83.78
2021-12-20,3.7,12.9,1013.8,82.13
2021-12-21,1,14.6,1014.6,79.44
2021-12-22,4.1,12.8,1014.6,80.37
2021-12-23,7.4,14.6,1014.2,82.98
2021-12-24,5.6,12.5,1014.9,84.1
2021-12-25,7.1,12.8,1013.9,81.59
2021-12-26,7.3,14.1,1013.9,78.14
2021-12-27,8.8,13.2,1014.5,74.09
2021-12-28,7.7,14.3,1013.3,78.88
2021-12-29,2.3,12.9,1015,83.08
2021-12-30,7.9,14.1,1013.7,79.04
2021-12-31,9.3,13.6,1014.5,81.59
2022-01-01,13.1,13.6,1014.1,84.18
2022-01-02,2.9,13.3,1014.8,82.93
2022-01-03,5.6,12.4,1014.2,85.04
2022-01-04,13.1,14,1015.1,85.91
2022-01-05,6.1,12.8,1015,83.17
2022-01-06,15.3,13.1,1014.5,79.41
2022-01-07,0,13.8,1015,81.09
2022-01-08,8.1,13,1015.3,84.98
2022-01-09,9.3,12.7,1013.7,87.38
2022-01-10,2.1,13.2,1014.8,86.83
2022-01-11,11.9,13.9,1015.5,84.19
2022-01-12,2.6,12.8,1015,83.98
2022-01-13,7.1,13.3,1016.4,79.92
2022-01-14,10.6,14.3,1014.2,81.75
2022-01-15,9.4,13.6,1015.7,83.88
2022-01-16,7.6,12.2,1013,80.12
2022-01-17,1.9,12.9,1016.9,85.13
2022-01-18,8.1,14.8,1014.7,83.78
2022-01-19,9.3,12.2,1014.3,81.21
2022-01-20,6.5,12.5,1015.9,86.03
2022-01-21,7.1,14.2,1013.4,85.94
2022-01-22,12.5,14.8,1015.3,79.6
2022-01-23,2.9,13.5,1014.3,84.08
2022-01-24,3.5,13.8,1013.9,85.22
2022-01-25,11.7,13.3,1014.2,80.17
2022-01-26,14.2,13.1,1014.7,82.69
2022-01-27,2,13.9,1014.1,80.71
2022-01-28,4.9,13.8,1014.8,83.03
2022-01-29,7.5,13.3,1014.3,83.19
2022-01-30,4.3,13.9,1013.8,84.13
2022-01-31,6.4,12.4,1014.3,77.15
2022-02-01,4,13.8,1015.1,86.6
2022-02-02,10.4,14.3,1013.7,76.76
2022-02-03,7.4,13.8,1014,85.65
2022-02-04,0,13.9,1014.5,78.47
2022-02-05,2,13.6,1015.7,78.57
2022-02-06,3.2,15,1014,77.65
2022-02-07,1.1,14.9,1014.3,84.2
2022-02-08,12.1,13.1,1014.8,83.92
2022-02-09,0,12.6,1012.9,83.02
2022-02-10,4.1,13.1,1014.2,83.42
2022-02-11,10.3,13.6,1014.2,80.97
2022-02-12,9.2,12.6,1015.3,80.29
2022-02-13,7.7,12.5,1015.6,82.96
2022-02-14,5.2,13.7,1014.7,85.18
2022-02-15,10.1,13,1014.8,82.19
2022-02-16,7.1,12.9,1014,82.26
2022-02-17,7,15,1014.5,82.73
2022-02-18,9.8,14.4,1014.9,83.49
2022-02-19,4.1,13.9,1015,82.5
2022-02-20,5.6,15.4,1014.7,80.69
2022-02-21,6.4,13.6,1014.9,84.31
2022-02-22,10.2,14.3,1016,77.03
2022-02-23,4.9,12.8,1014.3,82.15
2022-02-24,6.2,13.5,1014,82.72
2022-02-25,11.7,14.1,1013.1,78.14
2022-02-26,16.7,13.4,1013.3,82.46
2022-02-27,2.2,14.5,1015.4,84.32
2022-02-28,7.8,13.6,1013.3,82.57
2022-03-01,11.2,14.8,1016.1,86.28
2022-03-02,28.3,13.2,1014.2,86.68
2022-03-03,14.6,14,1013.7,97.22
2022-03-04,8.5,13.5,1014.8,94.47
2022-03-05,19.7,14.4,1014.7,94.18
2022-03-06,19.6,14.8,1016,91.19
2022-03-07,19.5,14.3,1015,83.34
2022-03-08,11.5,14.3,1014.9,87.77
2022-03-09,10.2,15.4,1015.5,95.43
2022-03-10,10.7,14.1,1014.6,88.63
2022-03-11,4.4,13.6,1015,84.79
2022-03-12,16.8,13.3,1015.9,90.55
2022-03-13,5.7,13.3,1014.4,84.2
2022-03-14,27.2,14.5,1014.2,90.1
2022-03-15,32.6,14.2,1014.4,92.16
2022-03-16,20.7,13.9,1013.2,90.14
2022-03-17,13,14.2,1013.9,99.88
2022-03-18,23.1,13.8,1013.6,91.94
2022-03-19,10.1,12.9,1014,87.72
2022-03-20,14.8,13,1013.9,93.79
2022-03-21,7.6,14.5,1014.4,90.55
2022-03-22,0,13.7,1015.1,84.14
2022-03-23,12.1,14.1,1014.5,90.44
2022-03-24,22,14,1015,86.61
2022-03-25,13.6,13.5,1014.3,94.13
2022-03-26,33.8,13.5,1014.2,84.58
2022-03-27,1.4,13.9,1015.7,93.78
2022-03-28,16.1,13.6,1014.9,91.32
2022-03-29,20.1,13.1,1014.7,89.65
2022-03-30,0,14.4,1015.8,94.17
2022-03-31,28.7,13.5,1014.9,90.17
2022-04-01,2.2,13.9,1014.5,89.01
2022-04-02,11.7,14.6,1014.8,93.06
2022-04-03,19.6,13.7,1014.5,96.86
2022-04-04,18.7,13.4,1015.4,97.05
2022-04-05,8.5,13.8,1015.1,85.87
2022-04-06,0,15,1013.6,94.26
2022-04-07,35.7,14.5,1015.2,97.18
2022-04-08,16.9,12.9,1014.7,91.68
2022-04-09,24.4,13.9,1014.2,98.71
2022-04-10,6.7,14.6,1013.4,85.74
2022-04-11,0.7,13.6,1015.6,88.32
2022-04-12,16.8,15.1,1014.8,95.75
2022-04-13,19.4,13.9,1013.8,92.4
2022-04-14,1,14.7,1014.7,81.55
2022-04-15,8.4,14.4,1015.2,89.48
2022-04-16,9.5,15.1,1014.3,85.02
2022-04-17,7.8,14,1014.8,88.96
2022-04-18,14.8,13.7,1015,92.24
2022-04-19,0,13.8,1014.8,88.87
2022-04-20,18.9,15,1014.9,91.8
2022-04-21,0,14,1014.8,97.33
2022-04-22,0,13.1,1013.7,85.28
2022-04-23,19.1,14.4,1014.5,84.05
2022-04-24,7.6,13.6,1014.3,98.15
2022-04-25,5.9,15,1014.4,83.9
2022-04-26,28.7,14.7,1014.7,90.95
2022-04-27,15.4,13.5,1014.4,89.59
2022-04-28,4.9,14.7,1014.7,84.31
2022-04-29,14.5,13.9,1014.2,93.51
2022-04-30,17.6,14.7,1013.7,83.03
2022-05-01,11,14.6,1015.5,88.45
2022-05-02,0,14.5,1015.8,84.77
2022-05-03,8,14.1,1014.4,81.68
2022-05-04,0,15.3,1015.6,80.11
2022-05-05,6.2,15.2,1014.8,80.25
2022-05-06,5.7,13.6,1014.4,77.94
2022-05-07,2.9,13.5,1012.8,83.88
2022-05-08,0,13.1,1014.3,80.69
2022-05-09,4.6,14,1016.1,78.51
2022-05-10,3.2,14,1014.3,86.08
2022-05-11,6.9,13.8,1013.7,78.87
2022-05-12,10.6,13.7,1014.8,80.21
2022-05-13,3.5,13.3,1014.7,85.01
2022-05-14,7.6,14.6,1013.9,81.94
2022-05-15,8.2,15.2,1015.1,83.92
2022-05-16,0,14.3,1013.4,85.18
2022-05-17,5.4,14.1,1014.5,80.39
2022-05-18,14.3,15.4,1015.2,80.62
2022-05-19,6.1,13.2,1013.6,87.96
2022-05-20,0.9,12.6,1013.2,83.8
2022-05-21,0,14.9,1016.2,83.41
2022-05-22,5.5,13.5,1014.4,83.55
2022-05-23,3.4,12.8,1014.2,84.44
2022-05-24,3.2,14.5,1015.3,82.52
2022-05-25,0,14.8,1014,87.6
2022-05-26,5.7,14,1013.6,80.78
2022-05-27,3,14.8,1012.8,82.62
2022-05-28,2.7,14.5,1013.7,84.63
2022-05-29,9,14,1014.9,86.87
2022-05-30,6.6,13.2,1013.3,79.18
2022-05-31,1.1,13.3,1013.7,84.44
2022-06-01,0.3,14.2,1014.1,69.66
2022-06-02,0,14.4,1014.7,74.29
2022-06-03,2.1,13.8,1015,69.66
2022-06-04,0,12.8,1016.1,72.1
2022-06-05,0,13.2,1014.8,73.47
2022-06-06,2.1,12.2,1014.6,75.12
2022-06-07,2.1,13.4,1013.8,72.52
2022-06-08,4.6,14,1014,73.5
2022-06-09,1.8,13.1,1013.9,67.98
2022-06-10,1.8,12.9,1013.5,68.63
2022-06-11,0,12.8,1013.9,68.81
2022-06-12,0,13,1012.5,74.55
2022-06-13,0,15.7,1013.9,67.22
2022-06-14,1.7,14.9,1015.1,70.42
2022-06-15,0.6,14.1,1014.1,70.59
2022-06-16,0,14,1015.8,71.74
2022-06-17,4.3,14.8,1015.9,66.63
2022-06-18,3.9,13.8,1013.9,77.47
2022-06-19,0.8,14.2,1014.3,77.12
2022-06-20,2.3,13.7,1014.9,75.9
2022-06-21,0,12.8,1014.3,81.18
2022-06-22,1,12.6,1014.5,67.48
2022-06-23,2.6,13.4,1016.3,71.3
2022-06-24,0,15.2,1015.7,75.14
2022-06-25,2.9,13.8,1014.2,77.06
2022-06-26,2.4,13.7,1013.4,70.57
2022-06-27,1.4,13.7,1015.9,71.82
2022-06-28,0,12.6,1015.1,68.62
2022-06-29,0,13.3,1015.1,76.2
2022-06-30,0,14,1013.8,75.76
2022-07-01,0.7,12.8,1016.4,72.47
2022-07-02,0.1,13.7,1014.3,78.24
2022-07-03,0,14.1,1012.9,70.66
2022-07-04,3.7,13.2,1014.8,70.24
2022-07-05,3.2,13,1014.4,69.8
2022-07-06,1.2,13.1,1015.3,65.59
2022-07-07,4.4,13.4,1015.7,72.32
2022-07-08,1.6,12.5,1013.4,71.81
2022-07-09,4.3,14,1011.7,77.23
2022-07-10,0.7,12.9,1014.1,70.61
2022-07-11,3.4,13.5,1014,67.92
2022-07-12,0,13.1,1014.5,72.29
2022-07-13,0.5,14.3,1012.9,76.98
2022-07-14,0,11.8,1015.8,67.71
2022-07-15,0.7,13.8,1016.3,68.16
2022-07-16,4.2,11.9,1015,66.71
2022-07-17,1.4,13,1013.7,74.96
2022-07-18,0.3,13.1,1015.3,76.77
2022-07-19,4.4,12.9,1014.8,74.83
2022-07-20,0,13.3,1015,81.36
2022-07-21,3.2,12.4,1014.5,70.03
2022-07-22,0.2,12.8,1014,69.53
2022-07-23,0,13.2,1015.3,72.84
2022-07-24,0,13.5,1014.5,58.16
2022-07-25,2.8,12.9,1014.4,71.02
2022-07-26,0.3,13.4,1015,80.79
2022-07-27,5,13.2,1014.1,72.32
2022-07-28,0,13.2,1013.5,73.06
2022-07-29,1.2,13.6,1012.7,77.36
2022-07-30,0,12.9,1014.9,70.09
2022-07-31,0.6,13.6,1014.2,70.12
2022-08-01,0.3,13,1014.6,69.06
2022-08-02,2.5,13.4,1014.2,75.49
2022-08-03,1,12.7,1015.7,75.47
2022-08-04,0.4,13.9,1015.2,71.4
2022-08-05,1.7,13,1015.7,73.56
2022-08-06,0,14.5,1014.8,69.51
2022-08-07,2.6,13.2,1014.8,77.05
2022-08-08,0.8,12.8,1014.1,73.74
2022-08-09,0,12.5,1013.1,61.59
2022-08-10,0,13.8,1015.4,77.71
2022-08-11,4.3,13.2,1015,64.69
2022-08-12,1.2,12.3,1014.4,68.36
2022-08-13,2.7,13.8,1013.5,63.31
2022-08-14,2,13.4,1014.8,67.51
2022-08-15,3.9,12.4,1014.7,72.13
2022-08-16,0.4,13.3,1014.2,73.06
2022-08-17,1.7,12.8,1014.7,69.13
2022-08-18,1.7,11.6,1014.5,75.61
2022-08-19,0.9,12.1,1013.4,73.87
2022-08-20,0,14,1013.6,75.71
2022-08-21,0,13.2,1014.8,78.04
2022-08-22,1.9,14.8,1013.9,75.93
2022-08-23,0,12.3,1013.4,70.64
2022-08-24,0.8,12.5,1014.8,74.49
